aba_number,address,state,phone_number,bank
071905817,"22 S FOURTH ST, GENEVA, IL - 60134",IL,630-232-3210,THE STATE BANK OF GENEVA 
255077325,"55 THIOKOL ROAD, ELKTON, MD - 21922",MD,410-392-5660,
081204126,"101 EAST MAIN, OLNEY, IL - 62450",IL,618-395-8541,FIRST NATIONAL BANK IN OLNEY 
243380875,"1129 STATE STREET, ERIE, PA - 16501",PA,814-455-6400,ERIE COMMUNITY CREDIT UNION 
107000372,"PO BOX 3210, LAS VEGAS, NM - 87701",NM,505-425-7565,SOUTHWEST CAPITAL BANK 
041213759,"105 PROGRESSIVE DIRIVE, COLUMBUS GROVE, OH - 45830",OH,419-659-2141,UNION BANK COMPANY 
044102524,"ATTN SUE BARTO, COLUMBUS GROVE, OH - 45830",OH,419-659-2141,UNION BANK COMPANY 
044115870,"ATTN SUE BARTO, COLUMBUS GROVE, OH - 45830",OH,419-659-2141,UNION BANK COMPANY 
313084470,"10200 - E. FREEWAY STE 125, HOUSTON, TX - 77029",TX,713-673-3333,REED CREDIT UNION 
261172528,"100 GRAPHIC PACKAGING INT WAY, MACON, GA - 31206",GA,478-784-3627,RIG EMPLOYEES CREDIT UNION 
241279292,"12837 ST RT 68, KENTON, OH - 43326",OH,419-674-4998,QUEST FEDERAL CREDIT UNION 
103112743,"1714 W GORE BOULEVARD, LAWTON, OK - 73501",OK,580-248-7510,PEOPLES STATE BK OF 
251480880,"3600 OAKLAWN BLVD., HOPEWELL, VA - 23860",VA,804-541-1473,VANTAGE POINT FCU 
091906359,"100 4TH AVENUE SE, PLAINVIEW, MN - 55964",MN,507-534-3137,PEOPLES STATE BANK OF PLAINVIEW 
311989331,"4405 SUMMERHILL, TEXARKANA, TX - 75503",TX,800-822-3317,RED RIVER EMP FCU 
264279554,"6211 MIDDLEBROOK PIKE, KNOXVILLE, TN - 37909",TN,865-688-2424,TNCONNECT CREDIT UNION 
271187574,"1470 VALLE VISTA BLVD, PEKIN, IL - 61554",IL,309-347-6013,TAZEWELL COUNTY SCH E C U 
061121106,"3651 OLD MILTON PKWY, ALPHARETTA, GA - 30005",GA,770-407-6714,TOUCHMARK NATIONAL BANK 
111905641,"910 N MAIN ST, JACKSBORO, TX - 76458",TX,940-567-5551,JACKSBORO NATIONAL BANK 
041202511  043318092,"4140 EAST STATE STREET, HERMITAGE, OH - 16148",OH,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053112709,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053111920,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053111988,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053112110,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053112220,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053112233,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053112275,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053112453,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053112479,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053112631,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053112660,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053112686,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053109877,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053112864,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053202305,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
055002480,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
231375290,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
241070459,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
241272079  043318092,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
243073852,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
243373471,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
253171430,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
254070132,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
255070351,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
031317380,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
031301846,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
031302638,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
031305347,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
031306168,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
031306799,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
031307866,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
031309314  043318092,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
031309385,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
031313261,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
031316271,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
031317021,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
031301053  043318092,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
031318596,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
031318606,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
043300712  043318092,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,412-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
043304239  043318092,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
043309975  043318092,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
043317679  043318092,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
043318092,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053102117,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053102816,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
053106799,"4140 EAST STATE STREET, HERMITAGE, PA - 16148",PA,724-981-6000,FIRST NATIONAL BANK OF PENNSYLVANIA 
222380731,"4500 SOUTHWESTERN BOULEVARD, HAMBURG, NY - 14075",NY,716-648-4411,MERIDIA COMMUNITY FCU 
107006389,"4601 WEST 20TH STREET, GREELEY, CO - 80634",CO,970-351-8600,CACHE BANK AND TRUST 
073912086,"104 EAST MAYNE ST, BLUE GRASS, IA - 52726",IA,563-381-1732,BLUE GRASS SAVINGS BANK 
273074135,"1000 E GRAND AVE., DES MOINES, IA - 50319",IA,515-725-2167,CAPITOL VIEW CREDIT UNION 
303985974,"10110 EAST 11TH ST, TULSA, OK - 74128",OK,918-836-9922,FRATERNAL ORDER OF POLICE 
303986368  303985974,"10110 EAST 11TH ST, TULSA, OK - 74128",OK,918-836-9922,FRATERNAL ORDER OF POLICE 
272482922,"PO BOX 1928, MONROE, MI - 48161",MI,734-242-3765,EDUCATION PLUS CREDIT UNION 
265176012,"2828 DAUPHIN ST., MOBILE, AL - 36606",AL,251-450-4804,BLUE FLAME CU 
081507014,"1513 N. MISSOURI ST., MACON, MO - 63552",MO,660-385-3161,MACON ATLANTA STATE BANK 
321379067,"770 KAPIOLANI BLVD #514, HONOLULU, HI - 96813",HI,808-543-7581,HAWAIIAN ELECTRIC EFCU 
111306198,"101 EAST WALKER, BRECKENRIDGE, TX - 76424",TX,254-559-2222,FIRST NATL BK OF 
314982791,"2308 18TH STREET, HONDO, TX - 78861",TX,830-741-7269,MECO FEDERAL CREDIT UNION 
067010512,"9500 NW 41ST, DORAL, FL - 33178",FL,786-552-0574,BANESCO USA 
067015779,"9500 NW 41ST, DORAL, FL - 33178",FL,786-552-0574,BANESCO USA 
121143558,"101 SOUTH ELLSWORTH SUITE 110, SAN MATEO, CA - 94401",CA,650-579-1563,UNITED AMERICAN BANK 
104913019,"12212 N 156 ST, BENNINGTON, NE - 68007",NE,402-238-2245,BANK OF BENNINGTON 
324377134,"196 NORTH MAIN, HUNTINGTON, UT - 84528",UT,435-687-2472,DESERTVIEW FEDERAL CREDIT UNION 
291580562,"825 E ALLMAN STREET, MEDFORD, WI - 54451",WI,715-748-2447,TAYLOR CREDIT UNION 
242277769,"355 W. MONUMENT AVE, DAYTON, OH - 45402",OH,937-222-8971,CODE FCU 
231379157,"1214 W. BROAD STREET, BETHLEHEM, PA - 18018",PA,610-807-9922,SARCO FEDERAL 
021172784,"100 FIELD POINT ROAD, GREENWICH, CT - 06830",CT,203-413-9357,FIELDPOINT PRIVATE BANK 
061201864,"PO BOX 270, QUITMAN, GA - 31643",GA,229-263-7575,CITIZENS NATIONAL BANK 
081221549,"PO BOX 100, ALBION, IL - 62806",IL,618-445-2344,CITIZENS NATIONAL BANK 
081225804  081221549,"PO BOX 100, ALBION, IL - 62806",IL,618-445-2344,CITIZENS NATIONAL BANK 
101111953,"115 W. 6TH ST., CONCORDIA, KS - 66901",KS,785-243-3211,CITIZENS NATIONAL BANK 
042104401,"ATTN: CAROLYN SISCO, PAINTSVILLE, KY - 41240",KY,606-789-4001,CITIZENS NATIONAL BANK 
042101446,"44 PUBLIC SQUARE, SOMERSET, KY - 42501",KY,606-679-6341,CITIZENS NATIONAL BANK 
072402212,"P O BOX 10, CHEBOYGAN, MI - 49721",MI,231-627-7111,CITIZENS NATIONAL BANK 
065300211,"512 22ND AVENUE, MERIDIAN, MS - 39301",MS,601-693-1331,CITIZENS NATIONAL BANK 
044106397,"100 E MAIN ST, MCCONNELSVILLE, OH - 43756",OH,740-962-4565,CITIZENS NATIONAL BANK 
064202255,"200 FORKS OF RIVER PARKWAY, SEVIERVILLE, TN - 37862",TN,865-453-9031,CITIZENS NATIONAL BANK 
111901580,"P O BOX 1629, BROWNWOOD, TX - 76804",TX,325-643-3545,CITIZENS NATIONAL BANK 
113110984,"1320 LOOP 304 EAST, CROCKETT, TX - 75835",TX,936-544-9661,CITIZENS NATIONAL BANK 
111313631,"P O BOX 529, CROSBYTON, TX - 79322",TX,806-675-2376,CITIZENS NATIONAL BANK 
111926125,"201 W MAIN, HENDERSON, TX - 75625",TX,903-657-8521,CITIZENS NATIONAL BANK 
111903151,"P.O. BOX 1009, HENDERSON, TX - 75652",TX,903-657-8521,CITIZENS NATIONAL BANK 
111904338,"P.O. BOX 1009, HENDERSON, TX - 75652",TX,903-657-8521,CITIZENS NATIONAL BANK 
111924350  111903151,"P.O. BOX 1009, HENDERSON, TX - 75652",TX,903-657-8521,CITIZENS NATIONAL BANK 
113100745,"P O BOX 1009, HENDERSON, TX - 75652",TX,903-657-8521,CITIZENS NATIONAL BANK 
111901690,"P O BOX 404, HILLSBORO, TX - 76645",TX,254-582-2531,CITIZENS NATIONAL BANK 
111902819,"PO BOX 1234, TAYLOR, TX - 76574",TX,512-352-4329,CITIZENS NATIONAL BANK 
111903999,"PO BOX 1234, TAYLOR, TX - 76574",TX,512-352-4329,CITIZENS NATIONAL BANK 
051409139,"P O BOX 100, WINDSOR, VA - 23487",VA,757-242-4422,CITIZENS NATIONAL BANK 
081512928,"214 S. COMMERCIAL ST., CROCKER, MO - 65452",MO,573-736-2223,BANK OF CROCKER 
026008905,"1251 AVENUE OF THE AMERICAS, NEW YORK, NY - 10020",NY,201-626-9789,MIZUHO BANK 
063104626,"3749 E PARSONS PT, HERNANDO, FL - 34442",FL,352-726-1221,BRANNEN BANK 
063105573  063104626,"3749 E PARSONS PT, HERNANDO, FL - 34442",FL,352-860-0264,BRANNEN BANK 
063105984  063104626,"3749 E PARSONS PT, HERNANDO, FL - 34442",FL,352-860-0264,BRANNEN BANK 
063107568  063104626,"3740 E PARSONS PT, HERNANDO, FL - 34442",FL,352-726-1221,BRANNEN BANK 
063113112  063104626,"3749 E PARSONS PT, HERNANDO, FL - 34442",FL,352-860-0264,BRANNEN BANK 
221376186,"PO BOX 232, GLOVERSVILLE, NY - 12078",NY,518-725-3191,FIRST CHOICE FINANCIAL FCU 
311981342,"SUITE 400, FARMERS BRANCH, TX - 75234",TX,972-241-5365,FARMERS BRANCH CITY EMPLOYEES CU 
251584016,"481 WEST 8TH AVE, HUNTINGTON, WV - 25701",WV,304-528-2400,HUNTINGTONIZED FCU 
062105723,"9402 MAIN STREET, BRANTLEY, AL - 36009",AL,334-527-3206,BRANTLEY BANK 
081224122,"806 N. KELLER DR, EFFINGHAM, IL - 62401",IL,217-342-4422,CROSSROADS BANK 
274970995,"1205 NORTH CASS ST., WABASH, IN - 46992",IN,260-563-3185,CROSSROADS BANK 
222079835,"3333 HARLEM ROAD, CHEEKTOWAGA, NY - 14225",NY,716-831-3007,FINANCIAL TRUST FEDERAL CREDIT UN 
301180195,"1400 S OLIVER, WICHITA, KS - 67218",KS,316-687-4101,WHEAT STATE CREDIT UNION 
253175957,"3701 WEST WENDOVER AVENUE, GREENSBORO, NC - 27495",NC,336-855-0662,GREENSBORO POSTAL CU 
272476404  272476446,"1381 N BAGLEY ST, ALPENA, MI - 49707",MI,989-356-1880,BESSER CREDIT UNION 
272476446,"1381 N BAGLEY ST, ALPENA, MI - 49707",MI,989-356-1880,BESSER CREDIT UNION 
263182516,"SUITE 100, TALLAHASSEE, FL - 32317",FL,850-488-0035,FIRST COMMERCE CREDIT UNION 
264279321,"5034 BOBBY HICKS HWY. SUITE 2, GRAY, TN - 37615",TN,423-378-2815,APPALACHIAN FEDERAL CREDIT UNION 
274074105,"PO BX 724, INDIANAPOLIS, IN - 46206",IN,317-262-1870,INDIANAPOLIS POST OFFICE CR UN 
102106705,"600 SOUTH LINCOLN AVENUE, STEAMBOAT SPRINGS, CO - 80487",CO,970-879-2993,YAMPA VALLEY BANK 
321172866,"PO BOX 30, HAYWARD, CA - 94543",CA,510-690-6100,BAY CITIES FCU 
241274501,"6299 DRESSIER RD, NORTH CANTON, OH - 44720",OH,330-526-2070,DIEBOLD FEDERAL CREDIT UNION 
221582051,"# 14 JMT BASORA STREET, LAJAS, PR - 00667",PR,787-899-1120,COOP DE AHORRO Y CR DE LAJAS 
061107861,"P.O. BOX 808, GREENSBORO, GA - 30642",GA,706-486-4121,THE FARMERS BANK 
074902503,"P O BOX 129, FRANKFORT, IN - 46041",IN,765-654-8731,THE FARMERS BANK 
052102901,"7484 MARKET ST, WILLARDS, MD - 21874",MD,410-835-8906,THE FARMERS BANK 
064105336,"121 VILLAGE DRIVE, PORTLAND, TN - 37148",TN,615-325-2265,THE FARMERS BANK 
026073189,"SUITE 5, OLDSMAR, FL - 34677",FL,516-535-2002,ESQUIRE 
221270525,"6823 BERGENLINE AVE, GUTTENBERG, NJ - 07093",NJ,201-869-9300,GSL SAVINGS BANK 
111917309,"501 N. STEMMONS, SANGER, TX - 76266",TX,940-458-4600,SANGER BANK 
103102070,"P O BOX 190, OOLOGAH, OK - 74053",OK,918-443-2474,LAKESIDE STATE BANK 
103103189  103102070,"PO BOX 190, OOLOGAH, OK - 74053",OK,918-443-2474,LAKESIDE STATE BANK 
311175886  311175873,"648 EAST KINGS HWY, SHREVEPORT, LA - 71105",LA,318-219-8450,LOUISIANA CATHOLIC FEDERAL CU 
292977019,"3410 MONROE AV, BUTTE, MT - 59701",MT,406-782-8341,MILE HIGH FEDERAL CR UN 
241282535,"P.O. BOX 117, TOLEDO, OH - 43697",OH,419-241-1507,TOLEDO POSTAL EMPLOYEES CU 
082901402,"P.O. BOX 490, PRESCOTT, AR - 71857",AR,870-887-2688,BANK OF PRESCOTT 
091281773,"601 4TH STREET, INTERNATIONAL FALLS, MN - 56649",MN,218-283-2000,TRUSTAR FEDERAL CREDIT UNION 
296076369,"6701 BURLINGTON BOULEVARD, FORT WORTH, TX - 76131",TX,817-306-3127,UNITY ONE CREDIT UNION 
311981410,"6701 BURLINGTON BLVD, FORT WORTH, TX - 76131",TX,817-306-3100,UNITY ONE CREDIT UNION 
221272167,"2221 LANDMARK PLACE, WALL TOWNSHIP, NJ - 08736",NJ,732-223-4450,MANASQUAN BANK 
281271438,"PO BOX 8598, ROBINSON, IL - 62454",IL,618-544-8621,FIRST ROBINSON SAVINGS 
231278643,"4248 S BROAD ST, TRENTON, NJ - 08620",NJ,609-585-4334,POSTAL EMPL CU 
265270772,"P.O. BOX 1909, OPELOUSAS, LA - 70571",LA,337-948-3033,ST LANDRY HOMESTEAD 
073901903,"P O BOX 698, ALBIA, IA - 52531",IA,641-932-2144,FIRST IOWA STATE BANK 
073921200,"714 FIRST ST, KEOSAUQUA, IA - 52565",IA,319-293-3794,FIRST IOWA STATE BANK 
084301107,"101 NORTH POPLAR, PARIS, TN - 38242",TN,731-641-9349,COMMERCIAL BANK 
221376539,"30 STEARNS STREET, MASSENA, NY - 13662",NY,315-764-0566,SEACOMM FED C U 
122226063,"268 NORTH MAIN STREET, PORTERVILLE, CA - 93257",CA,559-271-1989,BENEFICIAL STATE BANK 
321181491,"268 NORTH MAIN ST., PORTERVILLE, CA - 93257",CA,559-271-1989,BENEFICIAL STATE BANK 
121182056,"PO BOX 400, ILWACO, WA - 98624",WA,888-326-2265,BENEFICIAL STATE BANK 
123308430  121182056,"PO BOX 400, ILWACO, WA - 98624",WA,888-326-2265,BENEFICIAL STATE BANK 
011736020,"P.O. BOX 55882, BOSTON, MA - 02205",MA,877-973-8982,
011736114,"P.O. BOX 55882, BOSTON, MA - 02205",MA,877-973-8982,
111308730,"P.O. BOX 301, LAMESA, TX - 79331",TX,806-872-5457,LAMESA NATIONAL BANK 
084205915,"295 HWY 6 W, BATESVILLE, MS - 38606",MS,662-563-9311,FIRST SECURTIY BANK 
021502736  221571415,"997 SAN ROBERTO ST, 5TH FLOOR, SAN JUAN, PR - 00926",PR,787-771-6800,ORIENTAL BANK AND TRUST 
021502752  221571415,"997 SAN ROBERTO ST, 5TH FLOOR, SAN JUAN, PR - 00926",PR,787-771-6800,ORIENTAL BANK AND TRUST 
021502914  221571415,"997 SAN ROBERTO ST, 5TH FLOOR, SAN JUAN, PR - 00926",PR,787-771-6800,ORIENTAL BANK AND TRUST 
021502930  221571415,"997 SAN ROBERTO ST, 5TH FLOOR, SAN JUAN, PR - 00926",PR,787-771-6800,ORIENTAL BANK AND TRUST 
021502943  221571415,"997 SAN ROBERTO ST, 5TH FLOOR, SAN JUAN, PR - 00926",PR,787-771-6800,ORIENTAL BANK AND TRUST 
221371123,"127 MAIN ST, CANTON, NY - 13617",NY,315-386-4533,THE NORTH COUNTRY SAVINGS BANK 
311389106,"404 MAIN STREET, SKELLYTOWN, TX - 79080",TX,806-848-2413,SKEL TEX CREDIT UNION 
074903764  074905461,"PO BOX 549, DALEVILLE, IN - 47334",IN,800-205-3464,UNITED COMMUNITIES NATIONAL BANK 
066015181,"11TH FLOOR, MIAMI, FL - 33131",FL,305-375-0590,PLUS INTERNATIONAL BANK 
091071585,"SUITE 110, EDEN PRAIRIE, MN - 55344",MN,952-938-6520,AMERICAN INVESTORS BANK 
272483277,"1086 CRESTON STREET, MUSKEGON, MI - 49442",MI,231-777-3620,MICHIGAN COASTAL CREDIT UN 
243084074,"5321 WILLIAM FLYNN HIGHWAY, GIBSONIA, PA - 15044",PA,724-444-8181,NORTH DISTRICTS COMMUNITY CU 
122106086,"1000 NORTH 54TH ST, CHANDLER, AZ - 85226",AZ,480-844-4562,ARIZONA BANK AND TRUST 
122106332  122106015,"1000 NORTH 54TH ST, CHANDLER, AZ - 85226",AZ,480-844-4562,ARIZONA BANK AND TRUST 
122105731  122106015,"1000 NORTH 54TH, ST CHANDLER, AZ - 85226",AZ,480-844-4562,ARIZONA BANK AND TRUST 
272482032,"7373 W SAGINAW, LANSING, MI - 48917",MI,517-679-5271,FARM BUREAU FAMILY CREDIT UNION 
241273612,"1123 SUGARBUSH DRIVE, ASHLAND, OH - 44805",OH,419-289-6211,ASHLAND COMM FCU 
073972181,"5501 S BROADBAND LANE, SIOUX FALLS, SD - 57108",SD,605-782-0740,METABANK 
084003997,"5501 S BROADBAND LANE, SIOUX FALLS, SD - 57108",SD,605-782-0740,METABANK 
124085244,"5501 S BROADBAND LANE, SIOUX FALLS, SD - 57108",SD,605-782-0740,METABANK 
273070278,"5501 S BROADBAND LANE, SIOUX FALLS, SD - 57108",SD,605-782-0740,METABANK 
273970116,"5501 S. BROADBAND LANE, SIOUX FALLS, SD - 57108",SD,605-782-0740,METABANK 
291471024,"5501 S BROADBAND LANE, SIOUX FALLS, SD - 57108",SD,605-782-0740,METABANK 
301178330,"PO BOX 2323, HUTCHINSON, KS - 67504",KS,620-669-8500,DILLON CREDIT UNION 
263281640,"1645 E. NINE MILE RD, PENSACOLA, FL - 32514",FL,850-474-1400,FLA STATE EMP FED CR UNION 
311387933,"1002 S ABE, SAN ANGELO, TX - 76903",TX,325-658-7557,CONCHO VALLEY CREDIT UNION 
062091895,"7400 LONDON AVE SOUTH, BIRMINGHAM, AL - 35206",AL,205-833-3556,NRS COMMUNITY DEVELOPMENT CR UN 
251480398,"17422 DAHLGREN ROAD, DAHLGREN, VA - 22448",VA,540-663-2181,N S W C FEDERAL CREDIT UNION 
026007362,"99 MADISON AVENUE, NEW YORK, NY - 10016",NY,212-532-4444,HABIB AMERICAN BANK 
122041989,"99 MADISON AVENUE, NEW YORK, NY - 10016",NY,212-532-4444,HABIB AMERICAN BANK 
081505702,"1347 S ASH, BUFFALO, MO - 65622",MO,417-345-2251,O BANNON BANKING CO 
252071159,"7114 NORTH POINT ROAD, BALTIMORE, MD - 21219",MD,410-477-5000,
252071780  252071159,"7114 N. POINT RD, BALTIMORE, MD - 21219",MD,410-477-5000,
221272028,"429 MAIN STREET, METUCHEN, NJ - 08840",NJ,732-548-7400,METUCHEN SAVINGS BANK 
081503953,"600 SOUTH BALTIMORE, KIRKSVILLE, MO - 63501",MO,660-665-6161,NORTHEAST MISSOURI STATE BANK 
081505184,"600 SOUTH BALTIMORE, KIRKSVILLE, MO - 63501",MO,660-665-6161,NORTHEAST MISSOURI STATE BANK 
021683781,"P.O. BOX 490, CHRISTIANSTED, VI - 00821",VI,340-773-5444,CHRISTIANSTED FEDERAL CR UNION 
081010307,"PO BOX 708, HILLSBORO, MO - 63050",MO,314-797-3337,BANK OF HILLSBORO 
256078433,"501 DULANY STREET, ALEXANDRIA, VA - 22314",VA,571-272-0359,PATENT 
271974017,"8230 HOHMAN AV, MUNSTER, IN - 46321",IN,219-836-5870,AMERICAN COMMUNITY BANK OF INDIANA 
311079869,"7508 FERGUSON ROAD, DALLAS, TX - 75228",TX,214-327-9367,LONE STAR CREDIT UNION 
081503597,"PO BOX 249, HWY 160 & Y, DONIPHAN, MO - 63935",MO,573-996-2114,PEOPLES COMMUNITY BANK 
081503827,"PO BOX 249, DONIPHAN, MO - 63935",MO,573-996-2114,PEOPLES COMMUNITY BANK 
081514052,"HWY 160 & Y, DONIPHAN, MO - 63935",MO,573-996-2114,PEOPLES COMMUNITY BANK 
051404846,"15960 KINGS HIGHWAY, MONTROSS, VA - 22520",VA,804-493-8031,PEOPLES COMMUNITY BANK 
051409650,"15960 KINGS HIGHWAY, MONTROSS, VA - 22520",VA,804-493-8031,PEOPLES COMMUNITY BANK 
103110907,"2 SOUTH MAIN ST, MIAMI, OK - 74354",OK,918-542-6661,SECURITY BANK AND TRUST CO 
244179027,"P.O. BOX 2216, HEATH, OH - 43056",OH,740-522-5277,HARVEST FEDERAL CREDIT UNION 
061202889,"P.O. BOX 512, PELHAM, GA - 31779",GA,229-294-2341,PELHAM BANKING COMPANY 
211287780  211287793,"10 OLD BRUNSWICK RD, GARDINER, ME - 04345",ME,207-582-2676,GARDINER FCU 
211287793,"420 BRUNSWICK AVENUE, GARDINER, ME - 04345",ME,207-582-2676,GARDINER FCU 
265473414,"10289 AIRLINE HWY, BATON ROUGE, LA - 70816",LA,225-292-8910,LA USA FEDERAL CREDIT UNION 
211288080,"1176 MAIN ST, MONMOUTH, ME - 04259",ME,207-933-2667,MONMOUTH FEDERAL CREDIT UN 
241281882,"4140 WEST LASKEY ROAD, TOLEDO, OH - 43623",OH,419-407-4140,CHAMPION CREDIT UNION 
073922843,"2101 SOUTH CENTER STREET, MARSHALLTOWN, IA - 50158",IA,641-753-5900,UNITED BANK 
071214472,"P. O. BOX 69, MIDDLEBURY, IN - 46540",IN,574-825-2166,FIRST STATE BANK OF MIDDLEBURY 
091206541,"201 2ND AVENUE NW, BERTHA, MN - 56347",MN,218-924-4055,STARBANK 
073909183,"241 CENTER ST., ELGIN, IA - 52141",IA,563-426-5515,ELGIN STATE BANK 
063114425,"350 S W MAIN BLVD, LAKE CITY, FL - 32025",FL,386-754-0002,PEOPLES STATE BANK 
073901929,"102 S MAIN, ALBIA, IA - 52531",IA,641-932-7887,PEOPLES STATE BANK 
074907414,"PO BOX 128, ELLETTSVILLE, IN - 47429",IN,812-876-2228,PEOPLES STATE BANK 
101101439,"P.O. BOX 406, CHERRYVALE, KS - 67335",KS,620-336-2105,PEOPLES STATE BANK 
